"complaint_case_id","case_status","priority","case_opened_ts","case_closed_ts","resolution_hours","customer_id","customer_name","customer_contact","customer_phone","customer_email","customer_site","service_contract","machine_id","machine_serial","machine_model","operation_code","operation_name","run_id","fault_category","error_code_triggered","vibration_severity_score","failure_mode","failure_mode_detail","sensor_x_rms","sensor_y_rms","sensor_z_rms","sensor_x_crest","sensor_kurtosis","phone_call_notes","assigned_technician","assigned_fe","investigation_notes","remedy_notes","rma_required","rma_number","rma_type","rma_description","rma_disposition","rma_credit_issued","parts_cost_usd","labour_hours","billable","linked_error_codes","linked_run_id","source"
"CMP-2019-1010","PENDING_PARTS","P3-MEDIUM","27 Aug 2019 20:57","","","CUST-001","Precision Parts Midwest LLC","Dave Kowalski","(312) 555-0142","dkowalski@precisionmidwest.com","Chicago, IL","GOLD","M01","EIQ-M01-2019-6903","VMC-3000","OP06","Boring Operation","M01_Aug_2019_OP06_000","chatter_vibration","VIB-SR-001","4.168","Chatter Vibration","Regenerative chatter — process outside stability lobe","338.41","238.26","1057.13","6.702","3.217","Service call — M01 at Precision Parts Midwest LLC producing unacceptable surface finish on titanium parts. Alarm VIB-SR-001 logged intermittently during Boring Operation. Customer reports problem started after recent toolholder swap. Vibration spike visible on CISS sensor readout. Crest factor P063 elevated at 6.7. Customer requesting field engineer visit to perform stability lobe analysis.","Okafor, D.","Jackson, T. (FE-07)","Remote session Okafor, D.. Vibration RMS X=338 Y=238 Z=1057 (ADC counts) for run_id M01_Aug_2019_OP06_000. Crest factor 6.70 consistent with regenerative chatter rather than bearing defect (kurtosis 3.2, normal range for chatter). Process engineer recommends: reduce axial depth of cut by 20%, apply variable pitch tooling. No mechanical fault on machine identified.","Toolholder taper cleaned and re-lapped. Hydraulic fixture circuit repaired: replaced solenoid valve seal kit (PN: EIQ-HYD-SEAL-KIT). Pressure restored to 71 bar. Re-test: 20 consecutive parts — all within surface finish spec. Recommended annual toolholder taper inspection. Labour: 5.7 h under SILVER service contract (customer co-pay 30%).","NO","","","","","","0","5.7","NO","VIB-SR-001","M01_Aug_2019_OP06_000","bosch_real_fault"
"CMP-2021-1011","CLOSED","P3-MEDIUM","06 Aug 2021 21:28","14 Aug 2021 07:28","50","CUST-002","AeroMach Industries","Sandra Okonkwo","(714) 555-0287","sokonkwo@aeromach.com","Anaheim, CA","PLATINUM","M01","EIQ-M01-2021-9202","VMC-3000","OP06","Boring Operation","M01_Aug_2021_OP06_000","chatter_vibration","AXS-SR-001","3.61","Chatter Vibration","Regenerative chatter — process outside stability lobe","377.29","540.29","1096.98","5.675","4.655","Customer AeroMach Industries calling about part quality issue on M01. Surface finish failing inspection — visible chatter marks at 5.67 micron Ra vs. 0.8 Ra specified. Alarm AXS-SR-001 logged. Customer has already tried reducing feed rate by 20% but chatter persists. Process was stable for 3 months then started last week. No recent tooling changes. Machine M01 S/N EIQ-M01-2021-9202. Sandra Okonkwo is the shift supervisor.","Kumar, R.","Torres, R. (FE-09)","Remote session Kumar, R.. Vibration RMS X=377 Y=540 Z=1097 (ADC counts) for run_id M01_Aug_2021_OP06_000. Crest factor 5.67 consistent with regenerative chatter rather than bearing defect (kurtosis 4.7, normal range for chatter). Process engineer recommends: reduce axial depth of cut by 20%, apply variable pitch tooling. No mechanical fault on machine identified.","Spindle speed adjusted from 5000 to 4800 RPM. Feed rate increased by 8% to maintain chip load. First-off part inspected: Ra 0.6 μm (spec 0.8 μm — pass). Stability lobe diagram provided to customer process engineer for future reference. No machine parts replaced. Case closed.","NO","","","","","","0","5.4","NO","AXS-SR-001","M01_Aug_2021_OP06_000","bosch_real_fault"
"CMP-2021-1012","ESCALATED","P3-MEDIUM","09 Aug 2021 13:53","","","CUST-003","Lone Star Machining Co.","Billy Ray Tanner","(214) 555-0391","brtanner@lonestarmach.com","Dallas, TX","SILVER","M01","EIQ-M01-2021-8543","VMC-3000","OP06","Boring Operation","M01_Aug_2021_OP06_001","chatter_vibration","AXS-SR-001","4.565","Chatter Vibration","Regenerative chatter — process outside stability lobe","342.83","268.6","1046.79","5.994","3.59","Customer Lone Star Machining Co. calling about part quality issue on M01. Surface finish failing inspection — visible chatter marks at 5.99 micron Ra vs. 0.8 Ra specified. Alarm AXS-SR-001 logged. Customer has already tried reducing feed rate by 20% but chatter persists. Process was stable for 3 months then started last week. No recent tooling changes. Machine M01 S/N EIQ-M01-2021-8543. Billy Ray Tanner is the shift supervisor.","Okafor, D.","Brennan, K. (FE-15)","Field engineer Brennan, K. (FE-15) attended site. Found toolholder taper dirty — significant fretting corrosion on HSK taper mating surface reducing contact stiffness. Fixture clamping hydraulic pressure measured at 6 bar (nominal 70 bar) — leak in fixture circuit reducing clamping force. Two independent causes both contributing to chatter. Taper cleaned and re-ground; hydraulic circuit repaired. Machine re-tested: chatter eliminated at standard parameters. Machine in good condition.","Spindle speed adjusted from 2000 to 1800 RPM. Feed rate increased by 8% to maintain chip load. First-off part inspected: Ra 0.6 μm (spec 0.8 μm — pass). Stability lobe diagram provided to customer process engineer for future reference. No machine parts replaced. Case closed.","NO","","","","","","0","3.5","YES","AXS-SR-001","M01_Aug_2021_OP06_001","bosch_real_fault"
"CMP-2021-1013","CLOSED","P3-MEDIUM","21 Aug 2021 14:49","25 Aug 2021 06:49","77","CUST-004","Great Lakes Tool & Die","Marie Johansson","(313) 555-0448","mjohansson@gltd.com","Detroit, MI","GOLD","M01","EIQ-M01-2021-8141","VMC-3000","OP06","Boring Operation","M01_Aug_2021_OP06_002","chatter_vibration","VIB-SR-001","3.442","Chatter Vibration","Regenerative chatter — process outside stability lobe","372.67","531.44","1096.04","5.565","4.213","Customer Great Lakes Tool & Die calling about part quality issue on M01. Surface finish failing inspection — visible chatter marks at 5.57 micron Ra vs. 0.8 Ra specified. Alarm VIB-SR-001 logged. Customer has already tried reducing feed rate by 20% but chatter persists. Process was stable for 3 months then started last week. No recent tooling changes. Machine M01 S/N EIQ-M01-2021-8141. Marie Johansson is the shift supervisor.","Okafor, D.","Torres, R. (FE-09)","Remote session Okafor, D.. Vibration RMS X=373 Y=531 Z=1096 (ADC counts) for run_id M01_Aug_2021_OP06_002. Crest factor 5.57 consistent with regenerative chatter rather than bearing defect (kurtosis 4.2, normal range for chatter). Process engineer recommends: reduce axial depth of cut by 20%, apply variable pitch tooling. No mechanical fault on machine identified.","Toolholder taper cleaned and re-lapped. Hydraulic fixture circuit repaired: replaced solenoid valve seal kit (PN: EIQ-HYD-SEAL-KIT). Pressure restored to 71 bar. Re-test: 20 consecutive parts — all within surface finish spec. Recommended annual toolholder taper inspection. Labour: 5.5 h under SILVER service contract (customer co-pay 20%).","NO","","","","","","0","5.5","NO","VIB-SR-001","M01_Aug_2021_OP06_002","bosch_real_fault"
"CMP-2019-1014","CLOSED","P4-LOW","16 Aug 2019 06:24","18 Aug 2019 16:24","73","CUST-005","Pacific Rim Precision","Kevin Tanaka","(206) 555-0512","ktanaka@pacrimprec.com","Seattle, WA","PLATINUM","M01","EIQ-M01-2019-5486","VMC-3000","OP07","Profile Milling","M01_Aug_2019_OP07_000","tool_wear","SPN-WN-001","4.024","Tool Wear","Progressive cutting edge wear beyond service life","445.28","215.44","1048.78","5.747","4.41","Inbound call from Kevin Tanaka at Pacific Rim Precision. Reports intermittent spindle load spikes on M01 over the past 3 shifts. Error SPN-WN-001 appearing 4–6 times per shift, machine not stopping but operator applying feed override down to 70%. Surface finish on aluminium parts showing chatter marks. Customer believes tool is worn but wants confirmation before scrapping tooling. Last PM was 15 weeks ago.","Rodriguez, M.","Mbeki, J. (FE-03)","Field engineer Mbeki, J. (FE-03) attended site 2 business days after initial call. Inspection findings: tool T8 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 5.9% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Tool T8 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 5.9%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","4.8","NO","SPN-WN-001","M01_Aug_2019_OP07_000","bosch_real_fault"
"CMP-2021-1015","PENDING_PARTS","P4-LOW","11 Aug 2021 18:46","","","CUST-006","Appalachian Machine Works","Bobby Hicks","(423) 555-0667","bhicks@appmach.com","Knoxville, TN","STANDARD","M01","EIQ-M01-2021-6595","VMC-3000","OP07","Profile Milling","M01_Aug_2021_OP07_000","tool_wear","VIB-MD-001","3.82","Tool Wear","Progressive cutting edge wear beyond service life","579.26","345.02","1078.79","4.701","5.388","Customer called reporting elevated spindle load alarms on M01 during Profile Milling operation. Operator noticed surface finish degradation on last 8–12 parts before alarm triggered. Machine displaying VIB-MD-001 with spindle load P002 reading 5.79%. Customer states tool was at approximately 103% of programmed tool life. Production halted on affected spindle. Customer requesting priority callback from field support. Machine M/N VMC-3000, S/N EIQ-M01-2021-6595. Current shift supervisor: Bobby Hicks.","Okafor, D.","Mbeki, J. (FE-03)","Field engineer Mbeki, J. (FE-03) attended site 3 business days after initial call. Inspection findings: tool T6 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 5.5% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","5.8","YES","VIB-MD-001","M01_Aug_2021_OP07_000","bosch_real_fault"
"CMP-2021-1016","PENDING_PARTS","P4-LOW","06 Aug 2021 20:58","","","CUST-007","Rio Grande Manufacturing","Carlos Mendez","(505) 555-0723","cmendez@riograndemfg.com","Albuquerque, NM","SILVER","M01","EIQ-M01-2021-2268","VMC-3000","OP07","Profile Milling","M01_Aug_2021_OP07_001","tool_wear","SPN-WN-001","5.429","Tool Wear","Progressive cutting edge wear beyond service life","581.13","394.57","1113.26","5.248","8.83","Customer called reporting elevated spindle load alarms on M01 during Profile Milling operation. Operator noticed surface finish degradation on last 8–12 parts before alarm triggered. Machine displaying SPN-WN-001 with spindle load P002 reading 5.81%. Customer states tool was at approximately 103% of programmed tool life. Production halted on affected spindle. Customer requesting priority callback from field support. Machine M/N VMC-3000, S/N EIQ-M01-2021-2268. Current shift supervisor: Carlos Mendez.","Petrov, A.","","Remote diagnostic session conducted with Petrov, A.. Reviewed P002 spindle load trend via OPC-UA historian — clear monotonic increase over prior 50 cycles consistent with progressive flank wear. NDCG feature trend confirms tool_wear classification. Kurtosis P064 = 8.8 (normal range 2.5–5.0). Recommended immediate tool replacement. Advised customer to calibrate tool life counter to actual tool life rather than theoretical. No machine fault — tooling and process issue. Error code SPN-WN-001 confirmed appropriate.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","2.6","YES","SPN-WN-001","M01_Aug_2021_OP07_001","bosch_real_fault"
"CMP-2019-1017","ESCALATED","P3-MEDIUM","05 Feb 2019 06:58","","","CUST-008","Atlantic Precision Group","Jennifer Walsh","(617) 555-0834","jwalsh@atlanticprecision.com","Boston, MA","GOLD","M01","EIQ-M01-2019-4567","VMC-3000","OP07","Profile Milling","M01_Feb_2019_OP07_000","tool_wear","SPN-SR-001","3.645","Tool Wear","Progressive cutting edge wear beyond service life","471.19","246.61","1060.62","4.739","5.244","Inbound call from Jennifer Walsh at Atlantic Precision Group. Reports intermittent spindle load spikes on M01 over the past 3 shifts. Error SPN-SR-001 appearing 4–6 times per shift, machine not stopping but operator applying feed override down to 70%. Surface finish on aluminium parts showing chatter marks. Customer believes tool is worn but wants confirmation before scrapping tooling. Last PM was 3 weeks ago.","Kumar, R.","Mbeki, J. (FE-03)","Technical investigation by Kumar, R.. Downloaded vibration data from Bosch CISS sensor for run_id M01_Feb_2019_OP07_000. X-axis RMS = 471 (units: ADC counts), crest factor 4.74. Pattern consistent with increased cutting forces from worn tool. Compared against M01 baseline from Aug 2019 — load elevated by 23%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","Tool T19 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 5.2%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","4.8","NO","SPN-SR-001","M01_Feb_2019_OP07_000","bosch_real_fault"
"CMP-2019-1018","CLOSED","P4-LOW","07 Feb 2019 17:51","12 Feb 2019 21:51","18","CUST-009","Heartland CNC Services","Tom Hartley","(515) 555-0912","thartley@heartlandcnc.com","Des Moines, IA","STANDARD","M01","EIQ-M01-2019-3991","VMC-3000","OP08","Slot Milling","M01_Feb_2019_OP08_000","tool_wear","SPN-WN-001","3.608","Tool Wear","Progressive cutting edge wear beyond service life","327.58","173.58","1050.29","5.928","3.986","Customer Heartland CNC Services called — M01 threw hard alarm SPN-WN-001 mid-program during Slot Milling. Spindle load P002 peaked at 3.28% before drive tripped. Tool T20 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Chen, L.","","Remote diagnostic session conducted with Chen, L.. Reviewed P002 spindle load trend via OPC-UA historian — clear monotonic increase over prior 50 cycles consistent with progressive flank wear. NDCG feature trend confirms tool_wear classification. Kurtosis P064 = 4.0 (normal range 2.5–5.0). Recommended immediate tool replacement. Advised customer to calibrate tool life counter to actual tool life rather than theoretical. No machine fault — tooling and process issue. Error code SPN-WN-001 confirmed appropriate.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","2.4","YES","SPN-WN-001","M01_Feb_2019_OP08_000","bosch_real_fault"
"CMP-2019-1019","CLOSED","P4-LOW","09 Feb 2019 16:17","13 Feb 2019 05:17","68","CUST-010","Mountain West Machining LLC","Janet Fujimoto","(303) 555-1034","jfujimoto@mwmach.com","Denver, CO","SILVER","M01","EIQ-M01-2019-1913","VMC-3000","OP08","Slot Milling","M01_Feb_2019_OP08_001","tool_wear","VIB-MD-001","3.705","Tool Wear","Progressive cutting edge wear beyond service life","328.0","167.53","1050.14","5.985","4.088","Customer Mountain West Machining LLC called — M01 threw hard alarm VIB-MD-001 mid-program during Slot Milling. Spindle load P002 peaked at 3.28% before drive tripped. Tool T11 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Kumar, R.","Torres, R. (FE-09)","Technical investigation by Kumar, R.. Downloaded vibration data from Bosch CISS sensor for run_id M01_Feb_2019_OP08_001. X-axis RMS = 328 (units: ADC counts), crest factor 5.98. Pattern consistent with increased cutting forces from worn tool. Compared against M01 baseline from Aug 2019 — load elevated by 39%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","No machine repair required. Customer coaching on tool life management completed by Torres, R. (FE-09). Provided updated tooling recommendation for Slot Milling on aluminium: increase feed rate by 10%, reduce depth of cut by 15%, change tool grade to uncoated carbide. New parameters tested and validated. Surface finish improved to Ra 0.6 μm. Case closed — no charge under GOLD service contract.","NO","","","","","","0","5.3","YES","VIB-MD-001","M01_Feb_2019_OP08_001","bosch_real_fault"
"CMP-2019-1020","PENDING_PARTS","P2-HIGH","20 Feb 2019 14:35","","","CUST-001","Precision Parts Midwest LLC","Dave Kowalski","(312) 555-0142","dkowalski@precisionmidwest.com","Chicago, IL","GOLD","M01","EIQ-M01-2019-6311","VMC-3000","OP08","Slot Milling","M01_Feb_2019_OP08_002","tool_wear","SPN-MJ-003","4.053","Tool Wear","Progressive cutting edge wear beyond service life","326.44","169.45","1049.9","6.396","4.092","Customer Precision Parts Midwest LLC called — M01 threw hard alarm SPN-MJ-003 mid-program during Slot Milling. Spindle load P002 peaked at 3.26% before drive tripped. Tool T12 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Novak, P.","Jackson, T. (FE-07)","Field engineer Jackson, T. (FE-07) attended site 3 business days after initial call. Inspection findings: tool T12 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 4.8% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Tool T12 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 4.8%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","4.5","NO","SPN-MJ-003","M01_Feb_2019_OP08_002","bosch_real_fault"
"CMP-2019-1021","CLOSED","P4-LOW","05 Aug 2019 15:05","08 Aug 2019 23:05","61","CUST-002","AeroMach Industries","Sandra Okonkwo","(714) 555-0287","sokonkwo@aeromach.com","Anaheim, CA","PLATINUM","M01","EIQ-M01-2019-2748","VMC-3000","OP09","Chamfering","M01_Aug_2019_OP09_000","chatter_vibration","VIB-MD-001","4.617","Chatter Vibration","Regenerative chatter — process outside stability lobe","401.8","136.6","1048.15","5.747","8.789","Customer AeroMach Industries calling about part quality issue on M01. Surface finish failing inspection — visible chatter marks at 5.75 micron Ra vs. 0.8 Ra specified. Alarm VIB-MD-001 logged. Customer has already tried reducing feed rate by 20% but chatter persists. Process was stable for 3 months then started last week. No recent tooling changes. Machine M01 S/N EIQ-M01-2019-2748. Sandra Okonkwo is the shift supervisor.","Novak, P.","Mbeki, J. (FE-03)","Technical investigation by Novak, P.. Reviewed vibration data — dominant frequency at 182 Hz matches spindle speed 4000 RPM × 4 teeth (tooth-passing frequency). Stability lobe diagram analysis indicates current operating point is in unstable region. Recommended spindle speed adjustment to 4300 RPM (+300 RPM shift) to move to adjacent stable lobe. Customer tested recommendation — chatter eliminated. Root cause: process parameter selection, not machine defect. Error code VIB-MD-001 appropriate for the vibration level detected.","Toolholder taper cleaned and re-lapped. Hydraulic fixture circuit repaired: replaced solenoid valve seal kit (PN: EIQ-HYD-SEAL-KIT). Pressure restored to 71 bar. Re-test: 20 consecutive parts — all within surface finish spec. Recommended annual toolholder taper inspection. Labour: 3.6 h under SILVER service contract (customer co-pay 20%).","NO","","","","","","0","3.6","NO","VIB-MD-001","M01_Aug_2019_OP09_000","bosch_real_fault"
"CMP-2021-1022","CLOSED","P2-HIGH","14 Aug 2021 21:05","18 Aug 2021 00:05","27","CUST-003","Lone Star Machining Co.","Billy Ray Tanner","(214) 555-0391","brtanner@lonestarmach.com","Dallas, TX","SILVER","M01","EIQ-M01-2021-1557","VMC-3000","OP10","Reaming","M01_Aug_2021_OP10_000","spindle_bearing_fault","SPN-MJ-002","3.702","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","442.49","297.65","1070.04","5.144","3.259","Emergency call from Billy Ray Tanner at Lone Star Machining Co.. M01 stopped mid-production with CRITICAL alarm SPN-MJ-002. Unusual noise from spindle described as 'grinding then a bang'. Machine auto-stopped. Vibration sensor reading P004 = 5.14 mm/s at time of fault. Machine has been running 24/7 for past 6 weeks without scheduled PM. Customer needs machine back online within 48 hours — aerospace delivery deadline. Serial: EIQ-M01-2021-1557.","Williams, S.","Lee, S. (FE-12)","Investigation by Williams, S.. Pulled Bosch CISS historical data for M01 OP10. Crest factor trend showed gradual increase from 3.2 to 5.1 over 90 days before alarm. Kurtosis crossed early-warning threshold (8.0) approximately 18 days before customer called — alarm SPN-SR-003 was generated but apparently not actioned by customer maintenance team. Investigation highlights need for customer to review alarm log regularly. Machine performed as designed.","Spindle sent to depot for full rebuild (grease repack + runout check). Loaner spindle installed — job EIQ-LOAN-151. Rebuilt spindle returned and installed 12 business days later. Post-installation vibration: P004 = 1.51 mm/s. All axes re-qualified. Customer down-time: 32 hours. RMA raised for spindle core: RMA-67367.","YES","RMA-67367","BEARING_RETURN","Defective spindle bearing set returned for failure analysis","Failure analysis at EquipmentIQ bearing lab. Confirmed outer race spall — fatigue failure consistent with service beyond recommended interval. No manufacturing defect.","NO","635","3.6","YES","SPN-MJ-002","M01_Aug_2021_OP10_000","bosch_real_fault"
"CMP-2019-1023","IN_PROGRESS","P1-CRITICAL","16 Feb 2019 17:26","","","CUST-004","Great Lakes Tool & Die","Marie Johansson","(313) 555-0448","mjohansson@gltd.com","Detroit, MI","GOLD","M01","EIQ-M01-2019-1450","VMC-3000","OP10","Reaming","M01_Feb_2019_OP10_000","spindle_bearing_fault","SPN-CR-001","3.391","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","441.66","283.68","1113.77","4.746","2.916","Emergency call from Marie Johansson at Great Lakes Tool & Die. M01 stopped mid-production with CRITICAL alarm SPN-CR-001. Unusual noise from spindle described as 'grinding then a bang'. Machine auto-stopped. Vibration sensor reading P004 = 4.75 mm/s at time of fault. Machine has been running 24/7 for past 6 weeks without scheduled PM. Customer needs machine back online within 48 hours — aerospace delivery deadline. Serial: EIQ-M01-2019-1450.","Novak, P.","Jackson, T. (FE-07)","Investigation by Novak, P.. Pulled Bosch CISS historical data for M01 OP10. Crest factor trend showed gradual increase from 3.2 to 4.7 over 90 days before alarm. Kurtosis crossed early-warning threshold (8.0) approximately 13 days before customer called — alarm SPN-SR-003 was generated but apparently not actioned by customer maintenance team. Investigation highlights need for customer to review alarm log regularly. Machine performed as designed.","Spindle sent to depot for full rebuild (grease repack + runout check). Loaner spindle installed — job EIQ-LOAN-642. Rebuilt spindle returned and installed 11 business days later. Post-installation vibration: P004 = 2.30 mm/s. All axes re-qualified. Customer down-time: 21 hours. RMA raised for spindle core: RMA-48503.","YES","RMA-48503","VALVE_WARRANTY","Hydraulic relief valve returned — premature internal seat wear","Valve inspected — seat wear confirmed at 11 months in service. Within 12-month warranty. Replacement valve issued.","YES","430","4.6","NO","SPN-CR-001","M01_Feb_2019_OP10_000","bosch_real_fault"
